3					
Hypersensitivity to touch was also reported on two separate occasions for a single high dose male.					
58	82	reduced body temperature	MP:0005534		
107	115	dyspnoea	MP:0001954		
117	123	tremor	MP:0000745		
125	131	miosis	MP:0001320		
133	139	ptosis	MP:0001344		
143	160	haemorrhagic nose	MP:0013127		
162	180	haemorrhagic urine	MP:0011414		
182	193	soft faeces	MP:0005036		
197	206	diarrhoea	MP:0005036		
					
333					
In addition, a pale skin was observed in some animals.					
15	24	pale skin	MP:0003717		
					
336					
Thin hair was observed for one low dose female from test week 5 onwards.					
0	9	Thin hair	MP:0000416		
					
337					
For male HD animals, an attenuated body weight gain was observed during the pre-mating period but not during the mating and post-mating period.					
24	51	attenuated body weight gain	MP:0001262		
					
338					
BODY WEIGHT AND WEIGHT GAIN (1000 mg/kg bw/day group was excluded from statistical comparison due to a high mortality rate) - males: the body weight in 300 and 1000 mg cobalt powder/kg bw/day groups was reduced from test week 2 onwards, being 13% (statistically significant at p â‰¤ 0.01) or 16% below the control value in test week 3 (mating period).					
103	117	high mortality	MP:0008770		
137	148	body weight	MP:0001262		
					
339					
The body weight at autopsy was reduced as well (12% below the control value) in the 300 mg cobalt powder/kg bw/day group.					
4	15	body weight	MP:0001262		
					
340					
The body weight of the only surviving high dose male rat (1000 mg cobalt powder/kg bw/day) was slightly below the mean control value.					
4	15	body weight	MP:0001262		
					
341					
- females: the body weight of the female rats in the 300 mg cobalt powder/kg bw/day group was below the control on gestation day 20 (by 11%) and on lactation day 1 (by 21%, statistically significant at p â‰¤ 0.01).					
15	26	body weight	MP:0012699		
					
342					
The body weight of the two surviving females was still reduced on lactation day 4 and at autopsy (20% or 19% below the control value).					
4	15	body weight	MP:0012699		
					
343					
The body weight of the female rats in the 1000 mg cobalt powder/kg bw/day group was distinctly below the control (by 17%, no statistical comparison) on gestation day 14.					
4	15	body weight	MP:0012699		
					
344					
FOOD CONSUMPTION (1000 mg/kg bw/day group was excluded from statistical comparison due to a high mortality rate) - males: no test item-related influence was noted during the premating period at any tested dose level.					
92	106	high mortality	MP:0008770		
					
348					
No further data on food intake was available as both dams died shortly thereafter.					
58	62	died	MP:0002083		
					
349					
WATER CONSUMPTION - males: reduced intake of drinking water was noted in deceased rats treated with 1000 mg cobalt powder/kg bw/day on one to a few test days before premature death.					
27	59	reduced intake of drinking water	MP:0011942		
73	81	deceased 	MP:0002083		
165	180	premature death	MP:0002083		
					
350					
- females: reduced intake of drinking water was noted in several deceased females treated with 100, 300 mg cobalt powder/kg bw/day and in deceased rats treated with 1000 mg cobalt powder/kg bw/day on one to a few test days before premature death.					
11	43	reduced intake of drinking water	MP:0011942		
65	73	deceased 	MP:0002083		
138	146	deceased 	MP:0002083		
230	245	premature death	MP:0002083		
					
351					
HAEMATOLOGY (1000 mg/kg bw/day group was excluded from statistical comparison due to a high mortality rate) - males and females: no test item-related changes in haematological parameters were noted at the end of the premating period (test day 15) of male and female rats treated with 30, 100, 300 or 1000 mg cobalt powder/kg b.w./day compared to the control.					
87	101	high mortality	MP:0008770		
					
352					
CLINICAL CHEMISTRY (1000 mg/kg bw/day group was excluded from statistical comparison due to a high mortality rate) - males and females: no test item-related changes were noted on biochemical parameters on test day 15 of male and female rats treated with 30, 100, 300 or 1000 mg cobalt powder/kg bw/day compared to the control.					
94	108	high mortality	MP:0008770		
					
353					
NEUROBEHAVIOUR (1000 mg/kg bw/day group was excluded due to a high mortality rate) 1) Observational screening:  - males: no test item-related influence was noted.					
62	76	high mortality	MP:0008770		
					
355					
Females treated with 100 and 300 mg cobalt powder/kg bw/day revealed pilo-erection and diarrhoea.					
69	82	pilo-erection	MP:0001492		
87	96	diarrhoea	MP:0005036		
					
356					
The following changes were noted for the females treated with 300 mg cobalt powder/kg bw/day: no response to the toe and tail pinch, a reduced hind leg splay (significant at p = 0.01), no resistance to limb rotation, impairment of wire manoeuvre, a reduced or increased respiration, no positive geotropism or a distinctly reduced body temperature.					
94	131	no response to the toe and tail pinch	MP:0012002		
135	157	reduced hind leg splay	MP:0031204		
185	215	no resistance to limb rotation	MP:0001491		
217	245	impairment of wire manoeuvre	MP:0010053		
249	281	reduced or increased respiration	MP:0001943		
286	305	positive geotropism	MP:0001516		
322	346	reduced body temperature	MP:0005534		
					
357					
These findings have to be seen in connection with the moribund condition of two of four female animals.					
54	72	moribund condition	MP:0013139		
					
358					
All lesions are regarded to be test item-related.					
4	11	lesions	MP:0013027		
					
359					
2) Functional observations:  - males and females: at 100 and 300 mg cobalt powder/kg bw/day revealed reductions for the forelimb grip strength in both sexes (statistically significant at p = 0.01 in the males) and for the hind limb grip strength in the females (statistically significant at p = 0.01 at 300 mg cobalt powder/kg bw/day).					
101	142	reductions for the forelimb grip strength	MP:0010053		
222	245	hind limb grip strength	MP:0010053		
					
360					
Spontaneous motility was not influenced by the test item at any tested dose level.					
0	20	Spontaneous motility	MP:0002066		
					
362					
GROSS PATHOLOGY - males: at 1000 mg cobalt powder/kg bw/day, a reddened stomach was noted in the only survivor of ten males of the high dose level.					
63	79	reddened stomach	MP:0031153		
					
363					
Macroscopic inspection of the prematurely deceased nine males revealed pathological changes of the adrenals (enlarged and / or reddened) and the gastro-intestinal region (reddened intestines, caecum or stomach) in nearly all animals.					
30	50	prematurely deceased	MP:0002083		
71	107	pathological changes of the adrenals	MP:0000639		
109	117	enlarged	MP:0000642		
127	135	reddened	MP:0001634		
171	209	reddened intestines, caecum or stomach	MP:0000465		
					
364					
In addition, lesions of the lungs (oedematous) were noted in some animals, changes of thymus (reddened) were seen in two of nine animals.					
13	33	lesions of the lungs	MP:0010857		
75	103	changes of thymus (reddened)	MP:0000703		
					
365					
- females: from a dose level of 100 mg cobalt powder/kg bw/day onwards, changes of the gastrointestinal tract (reddened, haemorrhagic foci, filled with fluid) were noted - in relation to the dose - in a few to several animals.					
72	109	changes of the gastrointestinal tract	MP:0000477		
87	119	gastrointestinal tract (reddened	MP:0000465		
121	138	haemorrhagic foci	MP:0000465		
140	157	filled with fluid	MP:0003288		
					
366					
In addition, a reddened thymus was noted in a few females treated with 100 mg cobalt powder/kg bw/day.					
15	30	reddened thymus	MP:0000703		
					
367					
These lesions are regarded to be test item-related.					
6	13	lesions	MP:0013027		
					
368					
Further changes were noted at 1000 mg cobalt powder/kg bw/day in the form of enlarged and / or reddened adrenals in nearly all animals and oedematous lungs in some animals.					
77	85	enlarged	MP:0000642		
77	112	enlarged and / or reddened adrenals	MP:0000639		
95	112	reddened adrenals	MP:0001634		
139	155	oedematous lungs	MP:0003828		
					
369					
These lesions are regarded to be test item-related.					
6	13	lesions	MP:0013027		
					
370					
Frequent macroscopic observations of abnormal colour (blue or dark) and/or abnormal content (blue or dark) in several tissues were not correlated histopathologically.					
37	52	abnormal colour	MP:0000358		
75	91	abnormal content	MP:0000358		
					
371					
HISTOPATHOLOGY: NON-NEOPLASTIC - males and females: histomorphological examination of rat organs after treatment with either 30, 100, 300 or 1000 mg cobalt powder/kg bw/day did not reveal any morphological lesions which are considered to be related to the test item.					
192	213	morphological lesions	MP:0013027		
					
372					
For the macroscopical lesions noted at necropsy no histological correlate could be found.					
8	29	macroscopical lesions	MP:0013027		
					
373					
Oral administration of the substance was well tolerated in the adult animals but was associated with changes in the kidneys of females treated at 1000 mg/kg/day.					
101	123	changes in the kidneys	MP:0002135		
					
374					
An increased presence of brownish pigment in the cortical tubules of 6/10 animals, identified as lipofuscin and considered to be accompanied by test item material, was identified.					
3	65	increased presence of brownish pigment in the cortical tubules	MP:0002703		
					
380					
Sensory reactivity and grip strength were also unaffected by treatment but females receiving 1000 mg/kg/day were less active than the controls.					
113	124	less active	MP:0002899		
113	124	less active	MP:0020224		
					
381					
The haematological investigation revealed slightly low haematocrit and haemoglobin concentration in males receiving 1000 mg/kg/day and high neutrophil and low lymphocytes counts in females receiving 1000 mg/kg/day.					
51	66	low haematocrit	MP:0000208		
71	96	haemoglobin concentration	MP:0002874		
51	96	low haematocrit and haemoglobin concentration	MP:0013656		
135	150	high neutrophil	MP:0000219		
155	177	low lymphocytes counts	MP:0005016		
135	177	high neutrophil and low lymphocytes counts	MP:0013656		
					
383					
Clinical biochemistry showed decrease in alanine amino-transferase activity and increase in triglyceride concentrations in males at 1000 mg/kg/day.					
29	75	decrease in alanine amino-transferase activity	MP:0002942		
80	119	increase in triglyceride concentrations	MP:0001552		
					
384					
Aspartate amino-transferase activity was high for females receiving 1000 mg/kg/day.					
0	45	Aspartate amino-transferase activity was high	MP:0005343		
					
385					
A/G ratios were low in all female groups and in the high dose females this associated with a reduction in plasma albumin concentration.					
93	134	reduction in plasma albumin concentration	MP:0005419		
					
387					
The profile of proteins in the plasma may also be influenced by changes in hepatic metabolism (influencing the production) but also by kidney function (controlling the excretion).					
64	93	changes in hepatic metabolism	MP:0003325		
					
388					
The mineralization seen in the kidneys, which was considered incidental, may however have contributed to a disturbance in renal metabolism and therefore, the variations in the plasma proteins may also be incidental and not directly related to treatment.					
4	38	mineralization seen in the kidneys	MP:0011534		
107	138	disturbance in renal metabolism	MP:0003325		
158	191	variations in the plasma proteins	MP:0002439		
					
389					
The microscopic evaluation of the tissues revealed an increased presence of brownish pigment in the cortical tubules of the kidneys of 6/10 females treated at 1000 mg/kg/day, identified by special staining as lipofuscin (considered of limited or no functional significance, (Frazier et al, 2012)), but it was considered that test item material was also present.					
54	131	increased presence of brownish pigment in the cortical tubules of the kidneys	MP:0002703		
					
391					
Incidences and severities of mineralization observed in kidney, stomach and heart are considered incidental and unrelated to treatment.					
29	62	mineralization observed in kidney	MP:0011534		
29	81	mineralization observed in kidney, stomach and heart	MP:0000358		
					
392					
The increased pigment presence was not related to mineralisation and was an integral effect of treatment, but as stated above considered non-adverse.					
4	30	increased pigment presence	MP:0000358		
50	64	mineralisation	MP:0000358		
					
393					
Kidney weights were increased in males and females treated at 1000 mg/kg/day.					
0	29	Kidney weights were increased	MP:0003068		
					
397					
At a dose level of 500 mg/kg body weight mortalities occurred in male and female animals.					
41	52	mortalities	MP:0002083		
					
400					
The male animals were found dead/euthanized on mating and post-mating days 8 and 15.					
28	43	dead/euthanized	MP:0002083		
					
401					
The female animals were found dead/euthanized on Premating Days 13 (twice) as well as gestation days 17 and 19.  No mortality occurred in the other treatment or control groups.					
30	45	dead/euthanized	MP:0002083		
116	125	mortality	MP:0002083		
					
404					
"In male treatment animals e.g. vocalization (4/10 HD animals), moving the bedding (3/10 HD animals; 1/10 MD animal), abnormal breathing (9/10 HD animals, 1/10 MD animal), slight piloerection (10/10 HD animals, 7/10 MD animals, 1/10 LD animals), moderate piloerection (8/10 HD animals, 4/10 MD animals, 1/10 LD animals) were found increased when compared with C group."					
31	43	vocalization	MP:0013140		
63	81	moving the bedding	MP:0014039		
117	135	abnormal breathing	MP:0001943		
171	190	slight piloerection	MP:0001492		
245	266	moderate piloerection	MP:0001492		
					
405					
In female treatment animals e.g. vocalization (5/10 HD animals), half eyelid closure (2/10 HD animals), moving the bedding (8/10 HD animals), abnormal breathing (10/10 HD animals), moderate salivation (3/10 HD animals, 1/10 MD animals), slight salivation (4/10 HD animals, 1/10 MD animals, 1/10 LD animals), slight piloerection (10/10 HD animals, 9/10 MD animals, 2/10 LD animals), moderate piloerection (10/10 HD animals, 1/10 MD animals, 1/10 LD animals), severe piloerection (4/10 HD animals) were observed.					
33	45	vocalization	MP:0013140		
65	84	half eyelid closure	MP:0003671		
104	122	moving the bedding	MP:0014039		
104	122	moving the bedding	MP:0001447		
142	160	abnormal breathing	MP:0001943		
181	200	moderate salivation	MP:0000622		
237	254	slight salivation	MP:0000622		
308	327	slight piloerection	MP:0001492		
382	403	moderate piloerection	MP:0001492		
458	477	severe piloerection	MP:0001492		
					
409					
Body temperature of female HD animals was slightly increased at the end of the treatment.					
0	16	Body temperature	MP:0005533		
					
411					
Body Weight Development In male animals body weight increase was comparable for C, LD, and MD animals during the treatment period.					
40	60	body weight increase	MP:0001260		
					
412					
This attenuated body weight gain can be attributed to the test item and is assumed to be of toxicological relevance.					
5	32	attenuated body weight gain	MP:0010182		
					
413					
In female animals body weight was significantly lower in HD group when compared to C group (p<0.01).					
18	53	body weight was significantly lower	MP:0001262		
					
414					
Furthermore, body weight gain was significantly attenuated in HD group between GD0 and GD7 (p<0.05).					
13	58	body weight gain was significantly attenuated	MP:0010182		
					
415					
Furthermore, body weight gain was attenuated during the whole pre-mating and gestation period in HD animals.					
13	44	body weight gain was attenuated	MP:0010182		
					
420					
Food Consumption In correlation to the body weight and body weight change, the food consumption in both males and females showed some differences in treatment groups when compared with C group.					
55	73	body weight change	MP:0001259		
79	95	food consumption	MP:0005449		
					
426					
Since the decreased food consumption of the HD animals correlates with an attenuated body weight gain this is considered to be test item related and of toxicological relevance.					
10	36	decreased food consumption	MP:0011940		
74	101	attenuated body weight gain	MP:0010182		
					
428					
Haematology and Coagulation At the end of the treatment period a slight tendency towards an increased amount of white blood cells could be observed in male HD animals (6.04 x 103/Âµl) when compared to C animals (4.68 x 103/Âµl).					
92	129	increased amount of white blood cells	MP:0000218		
					
431					
In female animals, an increased percentage of monocytes could be observed.					
22	55	increased percentage of monocytes	MP:0000220		
					
436					
This increased amount of monocytes could be test item related as well as toxicological relevant in the HD group.					
5	34	increased amount of monocytes	MP:0000220		
					
437					
Percentage of eosinophils of female animals was significantly increased in MD animals (0.83 %) when compared to C animals (0.24 %).					
0	71	Percentage of eosinophils of female animals was significantly increased	MP:0005011		
					
440					
"At the end of the treatment period levels of Cholesterol were significantly increased in male LD group (1.17; p<0.05) and HD group (1.18; p<0.05) when compared with C group (0.86)."					
35	85	levels of Cholesterol were significantly increased	MP:0005178		
					
451					
Changes in serum levels of ASAT may indicate a liver, heart, or muscle disturbance.					
0	31	Changes in serum levels of ASAT	MP:0000203		
47	82	liver, heart, or muscle disturbance	MP:0005370		
54	82	heart, or muscle disturbance	MP:0002108		
64	82	muscle disturbance	MP:0002108		
					
454					
Values of Phosphate are slightly decreased in HD group (1.74) when compared to C group (3.21).					
0	42	Values of Phosphate are slightly decreased	MP:0000198		
					
455					
Several reasons exist for slightly low phosphate levels and the irritant effects of the test item could be e.g. responsible for a decreased absorption of phosphate from the food.					
35	55	low phosphate levels	MP:0000198		
64	80	irritant effects	MP:0001845		
130	163	decreased absorption of phosphate	MP:0010110		
					
456					
However, since no other clear indications for the reason of the decreased phosphate levels are detected and since the decrease is not statistical significant it is assumed that this decrease may be test item related but is without toxicological relevance within this study.					
64	90	decreased phosphate levels	MP:0000198		
					
458					
The urine analysis in female animals revealed increased blood content in HD animals as well as an increased protein content in treatment groups.					
46	69	increased blood content	MP:0011414		
98	123	increased protein content	MP:0002962		
					
466					
A small sized spleen or thymus was found in 2/10 female HD animals.					
2	20	small sized spleen	MP:0000692		
2	30	small sized spleen or thymus	MP:0002221		
					
467					
Organ Weight In male animals absolute weight of spleens was slightly increased in MD groups and was significantly increased (p<0.05) in HD group.					
29	78	absolute weight of spleens was slightly increased	MP:0004952		
					
474					
Increased spleen weights could be an indicator of an immune stimulation.					
0	24	Increased spleen weights	MP:0004952		
53	71	immune stimulation	MP:0005387		
					
477					
Absolute prostate weights (plus seminal vesicles and coagulating glands) was decreased in male HD group (1.89 g) when compared to C group (2.2 g).					
0	86	Absolute prostate weights (plus seminal vesicles and coagulating glands) was decreased	MP:0004962		
					
479					
In male animals, absolute weights of thymus were slightly increased in HD group (0.43 g) when compared to C group (0.39 g).					
17	67	absolute weights of thymus were slightly increased	MP:0004955		
					
481					
In female animals, absolute weights of thymus were slightly decreased.					
19	69	absolute weights of thymus were slightly decreased	MP:0004956		
					
488					
Two males and four females treated at 500 mg/kg/day died or were sacrificed moribund during the treatment period, all of which showed gaseous distension of the gastrointestinal tract.					
52	56	died	MP:0002083		
76	84	moribund	MP:0013139		
134	182	gaseous distension of the gastrointestinal tract	MP:0009511		
					
494					
Among these, male No. 40, found dead, had prominent findings in the respiratory system, indicative of gavaging error or regurgitation/aspiration of test item formulation into the airways.					
32	36	dead	MP:0002083		
42	86	prominent findings in the respiratory system	MP:0002133		
120	144	regurgitation/aspiration	MP:0002296		
					
495					
The other five decedents showed combinations of histological lesions in the gastrointestinal and/or respiratory tract which were indicative of a local irritant effect of the test item formulation.					
48	117	histological lesions in the gastrointestinal and/or respiratory tract	MP:0013027		
					
496					
Degenerative/atrophic changes of the lymphoid organs and hypocellularity of the bone marrow in all of these animals were considered to be secondary to bad general condition and/or agonal stress.					
0	52	Degenerative/atrophic changes of the lymphoid organs	MP:0031071		
57	91	hypocellularity of the bone marrow	MP:0000333		
180	193	agonal stress	MP:0003064		
					
499					
The reproductive organs of the females found non-gravid at terminal sacrifice showed normal reproductive sexual cycle.					
85	117	normal reproductive sexual cycle	MP:0002169		
					
501					
Minimal tracheal changes in two surviving animals treated at 500 mg/kg/day were considered to be most probably related to a local irritant effect of the test item formulation.					
0	24	Minimal tracheal changes	MP:0002282		
					
510					
Excessive struggling was also reported during exposure on single occasions for one male in the low dose group and two female in the high dose group.					
0	20	Excessive struggling	MP:0012001		
					
512					
It should be noted that the test substance was repeatedly applied to already damaged skin, which may have exacerbated the effects noted.					
77	89	damaged skin	MP:0001212		
					
514					
The clinical signs and effects on body weight and food consumption are considered to be a consequence of the local irritant effect and the effects on white blood cell counts and albumin and globulin levels attributable to the acute dermal inflammatory response.					
232	260	dermal inflammatory response	MP:0004947		
					
515					
The increased adrenal weights (with no associated pathological changes) were attributed to a stress response, also as a result of the dermal irritation.					
4	29	increased adrenal weights	MP:0013307		
93	108	stress response	MP:0001363		
134	151	dermal irritation	MP:0001212		
					
517					
There were also changes to some clinical chemistry parameters noted (decreased glucose and calcium, increased urea nitrogen, alkaline phosphatase, aspartate aminotransferase and alanine aminotransferase).					
69	98	decreased glucose and calcium	MP:0009642		
69	86	decreased glucose	MP:0005560		
91	98	calcium	MP:0000195		
100	202	increased urea nitrogen, alkaline phosphatase, aspartate aminotransferase and alanine aminotransferase	MP:0009642		
100	123	increased urea nitrogen	MP:0005565		
125	145	alkaline phosphatase	MP:0002968		
147	173	aspartate aminotransferase	MP:0005343		
178	202	alanine aminotransferase	MP:0002941		
					
520					
CLINICAL SIGNS AND MORTALITY Vocalisation (due to pain) was the predominant sign observed in the high dose group (females) generally on one to three days most often during the second week of test article administration.					
29	55	Vocalisation (due to pain)	MP:0013140		
					
521					
Marked dermal irritation was noted in all dose groups and consisted of very slight to severe erythema, very slight to moderate edema, persistant desquamation, eschar, exfoliation, clear exudate and fissuring.					
7	24	dermal irritation	MP:0001212		
93	101	erythema	MP:0001190		
127	132	edema	MP:0001786		
145	157	desquamation	MP:0001230		
159	165	eschar	MP:0001195		
167	178	exfoliation	MP:0009473		
186	193	exudate	MP:0011514		
198	207	fissuring	MP:0001192		
					
522					
BODY WEIGHT AND WEIGHT GAIN Group mean body weights were lower than Control during the study for males at 300 mg/kg/day and both sexes at 1000 mg/kg/day by up to 19% at the end of the treatment period.					
34	62	mean body weights were lower	MP:0001262		
					
523					
A simialr, but less marked effect on body weight was recorded for both sexes at 100 mg/kg/day and 300 mg/kg/day females with group mean body weight up to 6% lower than Control at the end of the treatment period.					
131	162	mean body weight up to 6% lower	MP:0001262		
					
524					
FOOD CONSUMPTION Group mean food consumption was slightly lower than Control for males at 1000 mg/kg/day up to Week 9 of the treatment period.					
23	63	mean food consumption was slightly lower	MP:0011940		
					
525					
Slightly lower group mean food consumption was also noted for females at the same dose during the first week of treatment.					
9	42	lower group mean food consumption	MP:0011940		
					
529					
HAEMATOLOGY Group mean white blood cell count and neutrophil counts were increased in treated groups compared to Control.					
18	82	mean white blood cell count and neutrophil counts were increased	MP:0000217		
18	45	mean white blood cell count	MP:0000218		
50	82	neutrophil counts were increased	MP:0000219		
					
531					
The effect on white cell counts was considered to be attributable to the acute dermal inflammatory response.					
79	107	dermal inflammatory response	MP:0004947		
					
532					
CLINICAL CHEMISTRY Group mean albumin was increased and group mean globulin and A/G ratio were decreased in a non dose-related manner in all treatment groups.					
25	51	mean albumin was increased	MP:0002965		
62	104	mean globulin and A/G ratio were decreased	MP:0006376		
					
533					
These changes were considered to be indicative of the acute dermal inflammatory response.					
60	88	dermal inflammatory response	MP:0004947		
					
534					
A dose-related decrease in group mean glucose levels was noted in all treated groups.					
15	52	decrease in group mean glucose levels	MP:0005560		
					
535					
Group mean calcium was decreased in 1000 mg/kg/day males and females.					
6	32	mean calcium was decreased	MP:0000195		
					
536					
Increases in group mean urea nitrogen, alkaline phosphatase, aspartate aminotransferse and/or alanine aminotransferase were also noted at 1000 mg/kg/day.					
0	118	Increases in group mean urea nitrogen, alkaline phosphatase, aspartate aminotransferse and/or alanine aminotransferase	MP:0009642		
0	37	Increases in group mean urea nitrogen	MP:0005565		
39	59	alkaline phosphatase	MP:0002968		
61	86	aspartate aminotransferse	MP:0005343		
94	118	alanine aminotransferase	MP:0002941		
					
537					
ORGAN WEIGHTS Group mean absolute and relative adrenal weights were increased in all treated groups.					
25	77	absolute and relative adrenal weights were increased	MP:0013307		
47	77	adrenal weights were increased	MP:0013307		
					
538					
GROSS PATHOLOGY The only test article related gross lesions observed included scabbing and thickening of the skin at the test site.					
46	59	gross lesions	MP:0001212		
91	113	thickening of the skin	MP:0001200		
					
540					
HISTOPATHOLOGY: NON-NEOPLASTIC Squamous cell hyperplasia, hyperkeratosis and suppurative inflammation in the skin of the application site was noted in males and females of all treated groups.					
31	56	Squamous cell hyperplasia	MP:0001214		
58	72	hyperkeratosis	MP:0001242		
77	113	suppurative inflammation in the skin	MP:0004947		
					
541					
NOAEL for local effects, based on severe dermal irritation recorded at all doses.					
41	58	dermal irritation	MP:0009931		
					
544					
No treatment-related effects were observed at 100 ppm dose level and the LOEL, based on decreased food and water consumption and the observation of duodenal mycosal hyperplasia, was 300 ppm.					
88	124	decreased food and water consumption	MP:0002069		
88	102	decreased food	MP:0011940		
107	124	water consumption	MP:0011950		
148	176	duodenal mycosal hyperplasia	MP:0000496		
165	176	hyperplasia	MP:0001214		
					
545					
"26 and 37 mg/kg bw/day for males and females, respectively; dose-related reductions in food and water consumption were seen at the next higher doses level of 300 ppm; additionally, duodenal mucosal hyperplasia was observed at 300 ppm NOEL"					
73	113	reductions in food and water consumption	MP:0002069		
73	91	reductions in food	MP:0011940		
96	113	water consumption	MP:0011950		
181	209	duodenal mucosal hyperplasia	MP:0000496		
198	209	hyperplasia	MP:0001214		
					
546					
No treatment-related deaths occurred and no treatment-related clinical signs were noted at any time of the study.					
21	27	deaths	MP:0002083		
					
547					
Male and females exhibited significant reductions in body weight at 3000 ppm.					
39	64	reductions in body weight	MP:0001262		
					
548					
Food and water consumption were significantly reduced at 3000 ppm and notably reduced at 1000 and 300 ppm.					
0	53	Food and water consumption were significantly reduced	MP:0002069		
0	4	Food	MP:0011940		
9	26	water consumption	MP:0011950		
					
549					
Males receiving 3000 ppm displayed significant reductions in total protein and globulin levels in the blood, possibly caused by mucosal hyperplasia occurring in the duodenum of these animals.					
47	107	reductions in total protein and globulin levels in the blood	MP:0005416		
47	74	reductions in total protein	MP:0005567		
79	107	globulin levels in the blood	MP:0006376		
128	173	mucosal hyperplasia occurring in the duodenum	MP:0000496		
136	147	hyperplasia	MP:0001214		
					
550					
Necropsy revealed no treatment-related gross lesions.					
39	52	gross lesions	MP:0001212		
					
552					
Tissue slides indicated an increase in the cross sectional diameter and wall thickness of the duodenum.					
27	102	increase in the cross sectional diameter and wall thickness of the duodenum	MP:0011882		
					
553					
Subsequent microscopic evaluations revealed mild mucosal hyperplasia in eight of nine males receiving 3000 ppm and in seven of ten males receiving 1000 ppm.					
49	68	mucosal hyperplasia	MP:0000496		
57	68	hyperplasia	MP:0001214		
					
554					
Minimal mucosal hyperplasia was noted in one of ten males receiving 300 ppm.					
8	27	mucosal hyperplasia	MP:0000496		
16	27	hyperplasia	MP:0001214		
					
555					
Minimal to mild mucosal hyperplasia was also seen in ten of ten females receiving 3000 ppm and in eight of ten females receiving 1000 ppm.					
16	35	mucosal hyperplasia	MP:0000496		
24	35	hyperplasia	MP:0001214		
					
557					
"No evidence of cellular atypia or architectual disruptions nor any other indications of neoplastic changes were observed; therefore, the treatment-related mucosal hyperplasia noted was not considered as a neoplastic lesion."					
15	30	cellular atypia	MP:0005384		
155	174	mucosal hyperplasia	MP:0000496		
163	174	hyperplasia	MP:0001214		
205	222	neoplastic lesion	MP:0001212		
216	222	lesion	MP:0001212		
					
559					
Body weight gain was slightly decreased in males and females at 160 and 600 mg/kg/day, but there was no dose response.					
0	39	Body weight gain was slightly decreased	MP:0010182		
					
563					
Reduced weight gain, adaptive changes to liver and kidneys NOAEL					
0	19	Reduced weight gain	MP:0010182		
					
565					
A NOAEL was set at 250 mg/kg/day in females based on statistically significant increase in relative and absolute liver weights and relative kidney weights associated with a statistically significant decrease in bodyweight at 500 mg/kg bw/day.					
79	154	increase in relative and absolute liver weights and relative kidney weights	MP:0031094		
79	126	increase in relative and absolute liver weights	MP:0002981		
140	154	kidney weights	MP:0003917		
199	221	decrease in bodyweight	MP:0001262		
					
566					
A NOAEL was set at 500 mg/kg bw/day in males based on mortality and statistically significant decreased bodyweight at 1000 mg/kg bw/day.					
54	63	mortality	MP:0002083		
94	114	decreased bodyweight	MP:0001262		
					
567					
Slight increases in relative liver weights were observed at 250 and 500 mg/kg bw/day but they were not associated with any other toxic effect (bodyweight, hematology, histopathology).					
7	42	increases in relative liver weights	MP:0002981		
					
569					
- Clinical findings in animals that did not survive to the end of the study included thinness, lethargy, and abnormal breathing.					
36	51	did not survive	MP:0002083		
85	93	thinness	MP:0013138		
95	103	lethargy	MP:0005202		
109	127	abnormal breathing	MP:0002327		
					
570					
"MORTALITY - All 4000 mg/kg bw/day male and female mice died during week 1; 9/10 males and 8/10 females in 2000 mg/kg bw/day group died by week 4   BODY WEIGHT AND WEIGHT GAIN - Mean body weights of 1000 mg/kg bw/day males and 500 and 2000 mg/kg bw/day females were significantly less than those of the vehicle controls   HAEMATOLOGY & CLINICAL CHEMISTRY:  - At week 14, an approximately 15-20 % decrease in hematocrit, hemoglobin, and erythrocyte count values occurred in the 1000 mg/kg bw/day male and female mice."					
55	59	died	MP:0002083		
130	134	died	MP:0002083		
177	194	Mean body weights	MP:0001262		
395	459	decrease in hematocrit, hemoglobin, and erythrocyte count values	MP:0013657		
395	417	decrease in hematocrit	MP:0000208		
419	429	hemoglobin	MP:0002874		
435	452	erythrocyte count	MP:0002875		
					
571					
However, the erythron effect may be secondary to the decreased body weights.					
53	75	decreased body weights	MP:0001262		
					
572					
ORGAN WEIGHTS - Liver: Relative liver weights of 500 and 1000 mg/kg bw/day males and the absolute and relative liver weights of 250 mg/kg bw/day males and 500 and 1000 mg/kg bw/day females were significantly greater than those of the vehicle controls  - Kidney: Absolute and relative right kidney weights of 1000 mg/kg bw/day females, and the relative kidney weights or 250 and 500 mg/kg bw/day females were significantly greater than those of the vehicle controls.					
32	45	liver weights	MP:0002981		
111	124	liver weights	MP:0002981		
290	304	kidney weights	MP:0003917		
352	366	kidney weights	MP:0003917		
					
574					
- Mice in 2000 and 4000 mg/kg bw/day groups were not evaluated due to early deaths.					
70	82	early deaths	MP:0002083		
					
575					
Mortality and statistically significant decreased bodyweight at 1000 mg/kg bw/day.					
0	9	Mortality	MP:0002083		
40	60	decreased bodyweight	MP:0001262		
					
576					
Slight increases in relative liver weights at 250 and 500 mg/kg bw/day not related with any other toxic effect (bodyweight, hematology, histopathology) NOAEL					
7	42	increases in relative liver weights	MP:0002981		
					
580					
Adult Responses:  MORTALITY: One female treated with 1000 mg/kg/day was killed in extremis due to difficulties during parturition.					
72	78	killed	MP:0008028		
79	90	in extremis	MP:0013139		
98	129	difficulties during parturition	MP:0002907		
					
581					
There were no further unscheduled deaths during the study.					
34	40	deaths	MP:0002083		
					
